District,TOTALREV,TFEDREV,C14,C15,C16,C17,C19,B11,C20,C25,C36,B10,B12,B13,TSTREV,C01,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C24,C35,C38,C39,TLOCREV,T02,T06,T09,T15,T40,T99,D11,D23,A07,A08,A09,A11,A13,A15,A20,A40,U11,U22,U30
MT VIEW ELEMENTARY SCH DIST,37736,1204,0,366,46,0,0,57,60,721,0,0,0,0,20300,16107,16,0,180,0,0,0,98,0,0,3129,0,0,770,0,16232,0,8259,0,0,0,0,221,114,0,0,200,0,0,0,0,56,0,561,0
MT BALDY ELEM SCH DIST,1527,45,0,9,0,0,0,0,19,7,0,0,0,10,1067,743,1,0,6,0,0,0,0,0,0,282,0,0,35,0,415,0,124,0,0,0,0,270,0,0,0,6,0,0,0,0,0,0,12,0
NEEDLES UNIF SCH DIST,17858,2429,447,146,45,0,0,0,59,410,0,1009,0,358,10749,9043,8,0,67,0,0,0,31,0,0,1239,0,0,361,0,4680,0,3891,0,0,0,0,306,205,0,0,30,0,0,0,0,17,0,63,0
ONTARIO MONTCLAIR SCHOOL DISTRICT,325352,31799,8228,4666,1072,0,0,1243,3418,13879,0,0,0,365,254840,194913,157,11256,1487,0,0,0,954,0,0,37841,0,0,8232,0,38713,0,24552,0,0,0,0,1382,6809,0,0,162,0,0,0,0,40,0,2783,0
ORO GRANDE ELEM SCH DIST,39240,1301,51,344,1,0,0,27,55,824,0,0,0,0,26498,22894,4,0,7,0,0,0,69,0,0,2857,0,0,667,0,11441,0,339,0,0,0,0,9053,409,0,0,105,0,0,0,0,0,0,287,0
REDLANDS UNIF SCH DIST,279737,18416,5291,4287,455,0,89,465,1314,6928,0,0,0,42,189632,150139,105,373,1466,0,0,6,465,0,0,29967,0,0,7111,0,71689,0,35539,0,0,0,350,11266,17800,0,58,866,0,0,0,1,269,0,1833,0
RIALTO UNIFIED SCH DIST,385302,32125,9019,4779,935,0,254,563,2026,15460,0,0,0,24,296768,245430,123,0,1773,0,0,0,1111,0,0,39346,0,0,8985,0,56409,0,22799,0,0,0,0,8630,18347,0,0,573,0,0,0,0,91,0,2447,0
RIM WORLD UNIFIED SCH DIST,46231,2564,982,638,140,0,35,44,207,599,0,0,0,59,27471,18062,24,0,225,0,0,0,46,4221,0,3923,0,0,970,0,16196,0,13302,0,0,0,0,1521,212,0,139,117,0,0,0,17,129,0,294,0
SAN BERNARDINO CITY UNIF SCHOOL DIST,821309,82183,31489,11240,3472,0,685,1447,9030,28228,0,0,64,0,649547,496532,397,27523,3403,0,0,0,2026,0,0,100418,0,0,19248,0,89579,0,46747,0,0,0,0,6014,23907,143,0,1196,0,0,0,27,148,0,4696,0
TRONA JOINT UNIFIED SCH.DIST,13563,4192,123,80,0,0,0,0,3812,177,0,0,0,0,4176,3551,5,0,17,0,0,0,14,0,0,407,0,0,182,0,5195,0,322,0,0,0,0,4282,0,0,0,3,0,0,0,0,3,0,330,0
UPLAND UNIF SCHOOL DISTRICT,141497,10125,3769,1845,382,0,80,111,922,3398,0,0,0,0,87744,72132,63,0,749,0,0,0,347,0,0,10956,0,0,3497,0,43628,0,26398,0,0,0,0,3981,6949,0,0,986,0,0,0,1588,525,0,635,0
VICTOR ELEM SCH DIST,177881,14214,5523,1946,562,0,0,259,768,5717,0,0,0,1,137797,121179,69,0,912,0,0,0,422,0,0,11465,0,0,3750,0,25870,0,18577,0,0,0,0,319,4688,0,0,272,0,0,0,0,80,0,1406,0
VICTOR VALLEY JT UNION HIGH SCHOOL DIST,174792,16417,7792,2018,898,0,390,120,1147,4950,0,0,0,0,123723,104011,66,0,725,0,0,0,361,0,0,14891,0,0,3669,0,34652,0,22778,0,0,0,0,0,6399,0,0,161,0,0,0,0,120,0,1236,0
YUCAIPA JT UNIFIED SCHOOL DIST,112310,7458,2162,2099,374,0,83,83,234,2797,0,0,0,0,83836,70205,58,0,643,0,0,0,216,0,0,9617,0,0,3097,0,21016,0,11930,0,0,0,1355,3776,978,19,0,715,0,0,0,0,64,0,414,0
COLTON-REDLANDS-YUCAIPA ROP JPA,11324,488,0,0,0,0,4,0,484,0,0,0,0,0,4337,0,0,0,0,0,0,0,0,0,0,4337,0,0,0,0,6499,0,0,0,0,0,0,6102,0,0,0,0,0,0,0,0,0,0,112,0
SNOWLINE JOINT UNIF SCH DIST,100539,6011,1414,1415,219,0,54,91,256,2781,0,0,0,0,79479,65370,44,0,517,0,0,14,198,0,0,10687,0,0,2649,0,15049,0,8343,0,0,0,0,1628,2129,0,138,352,0,0,0,1,220,0,631,0
BAKER VALLEY UNIF SCH DIST,2934,100,57,25,8,0,0,0,18,0,0,0,0,0,616,223,2,0,10,0,0,0,0,0,0,315,0,0,66,0,2218,0,1974,0,0,0,0,66,0,0,0,6,0,0,0,0,0,0,100,0
SILVER VLY UNIFIED SCHOOL DIST,36739,11205,494,490,77,0,0,0,552,697,0,8972,0,0,21655,17480,18,0,147,0,0,0,49,0,0,3186,0,0,775,0,3879,0,2312,0,0,0,0,1050,0,0,0,273,0,0,0,0,31,0,136,0
ALPINE UNION ELEM SCH DIST,21783,1005,151,345,1,0,0,0,132,259,0,97,21,0,11823,9050,9,0,116,0,0,0,19,0,0,2142,0,0,487,0,8955,0,7119,0,0,0,0,898,0,0,29,178,0,0,0,230,10,0,114,0
BONSALL UNIFIED SCHOOL DISTRICT,32896,2349,502,593,49,0,0,37,48,391,0,738,40,0,14260,10010,17,0,175,0,0,0,29,0,0,3242,0,0,787,0,16287,0,12208,0,0,0,0,1837,1,0,108,180,0,0,0,0,5,0,141,0
BORREGO SPRINGS UNIF SCH DIST,9332,638,108,93,14,0,0,17,39,381,0,0,0,0,5467,4596,5,0,26,0,0,0,31,0,0,643,0,0,166,0,3227,0,2177,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,76,0
CAJON VALLEY UNION SCHOOL DISTRICT,253058,21783,8524,3847,1240,0,0,768,956,7681,0,0,0,7,155938,121755,119,863,1185,0,0,0,579,0,0,25345,0,0,6092,0,75337,0,51605,0,0,0,0,6960,4886,0,95,999,0,0,0,30,534,0,2131,0
CARDIFF ELEM SCH DIST,13864,155,0,106,15,0,0,0,0,49,0,0,0,0,2122,572,6,0,49,0,0,0,3,0,0,1169,0,0,323,0,11587,0,10140,0,0,0,0,231,0,0,0,68,0,0,0,19,64,0,313,0
CARLSBAD UNIF SCHOOL DISTRICT,156202,5763,1152,2106,230,0,58,84,1193,1170,0,0,0,0,30007,10900,56,0,806,0,0,0,86,29,0,14646,0,0,3484,0,120432,0,100682,0,0,0,0,2903,3866,0,0,1470,0,0,0,11,916,0,1410,0
CHULA VISTA ELEM SCH DIST,416423,27291,6601,6469,992,0,0,1197,1862,10398,0,756,0,8,222181,163339,167,0,2118,0,0,0,715,0,0,45276,0,0,10566,0,166951,0,110473,0,0,0,0,23981,5143,0,0,1910,0,0,14,30,258,0,2558,0
CORONADO UNIF SCH DIST,45380,3430,190,569,53,0,10,0,525,132,0,2004,0,0,20599,14305,19,0,204,0,0,0,7,0,0,4989,0,0,1075,0,21351,0,4540,0,0,0,0,1348,10273,40,0,654,0,0,0,0,418,0,300,0
DEHESA ELEM SCH DIST,3901,400,28,246,4,0,0,0,32,32,0,51,10,1,1481,1231,2,0,9,0,0,0,3,0,0,154,0,0,82,0,2020,0,1851,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,98,0
DEL MAR UNION ELEM SCH DIST,74283,1326,88,987,62,0,0,76,0,175,0,0,0,0,9277,2360,26,0,321,0,0,0,9,0,0,4640,0,0,1921,0,63680,0,52637,0,0,0,0,1740,0,0,0,842,0,0,0,0,43,0,818,0
ENCINITAS UNION ELEM SCH DIST,76495,2296,496,1183,84,0,0,79,136,402,0,0,0,0,12986,3295,28,0,383,0,0,0,25,0,0,7305,0,0,1950,0,61213,0,52114,0,0,0,0,2452,0,0,0,823,0,0,0,2021,123,0,796,0
ESCONDIDO UNION ELEM SCH DIST,233028,20089,5088,3969,554,0,0,628,1834,8495,0,0,0,75,138392,109589,113,0,844,0,0,0,607,0,0,21367,0,0,5872,0,74547,0,54527,0,0,0,0,3932,8681,0,0,722,0,0,0,575,92,0,2437,0
ESCONDIDO UNION HIGH SCH.DIST,134485,7649,2007,1200,318,0,229,196,1394,2623,0,0,0,0,67921,48758,47,0,516,0,0,16,209,0,0,15471,0,0,2904,0,58915,0,46254,0,0,0,0,0,6614,576,2,416,0,0,0,127,188,0,1655,0
FALLBROOK UNION ELEM SCH DIST,99458,34233,1603,1224,197,0,0,192,22712,2298,0,6204,0,0,40043,30301,42,0,340,0,0,0,184,0,0,7222,0,0,1954,0,25182,0,19930,0,0,0,0,2847,0,0,0,301,0,0,0,1,1,0,494,0
FALLBROOK UNION HIGH SCHOOL DIST,36779,3318,444,365,48,0,65,32,0,949,0,1463,0,0,16403,11868,20,0,146,0,0,10,69,0,0,3426,0,0,864,0,17058,0,13866,0,0,0,0,1525,0,0,63,90,0,0,0,0,139,0,332,0
GROSSMONT UNION HIGH SCHOOL DIST,328281,17835,4528,4015,687,0,719,281,2483,5809,0,0,0,0,142529,77561,113,0,1197,0,0,20,403,15792,0,40850,0,0,6593,0,167917,0,142486,0,0,0,0,0,9062,1322,121,2014,0,0,0,299,560,0,4429,0
JAMUL-DULZURA UNION SCHOOL DIST,10571,521,168,146,25,0,0,14,3,190,0,0,0,0,4842,3509,8,0,57,0,0,0,15,0,0,1022,0,0,231,0,5208,0,4370,0,0,0,0,424,0,0,18,78,0,0,0,0,5,0,143,0
JULIAN UNION ELEM SCH DIST,7033,855,57,422,9,0,0,0,200,121,0,47,8,0,3069,2393,4,0,21,0,0,0,51,0,0,491,0,0,109,0,3109,0,2403,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,95,0
JULIAN UNION HIGH SCHOOL DIST,3199,99,33,30,4,0,3,0,33,0,0,0,0,0,801,382,2,0,7,0,0,6,0,0,0,331,0,0,73,0,2299,0,2048,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,14,0
LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT,74844,4671,640,1452,115,0,0,44,282,1579,0,656,18,0,48037,36998,35,764,390,0,0,0,92,0,0,7983,0,0,1775,0,22136,0,12936,0,0,0,0,3621,486,0,47,419,0,0,0,0,29,0,619,0
LA MESA-SPRING VALLEY ELEM,161666,10796,2551,2861,397,0,0,335,676,4373,0,0,0,0,98733,76198,93,750,838,0,0,0,288,0,0,16350,0,0,4216,0,52137,0,36847,0,0,0,0,5384,848,0,0,1319,0,0,0,5489,249,0,801,0
LEMON GROVE SCHOOL DISTRICT,56193,4769,961,688,80,0,0,217,309,2406,0,188,0,0,37226,29306,30,0,257,0,0,0,131,0,0,6198,0,0,1304,0,14198,0,9221,0,0,0,0,2983,484,0,0,143,0,0,0,64,366,0,642,0
MOUNTAIN EMPIRE UNIF SCH DIST,29080,2356,462,499,61,30,15,36,96,607,0,232,31,378,17424,13964,21,0,119,0,0,16,45,0,0,2631,0,0,628,0,9300,0,7983,0,0,0,0,0,0,0,6,79,0,0,0,0,12,0,67,0
NATIONAL ELEM SCH DIST,87688,8845,1914,1257,239,0,0,410,248,3723,0,0,0,1293,61693,49188,33,0,403,0,0,0,279,0,0,9696,0,0,2094,0,17150,0,7124,0,0,0,0,4710,4046,0,0,30,0,0,0,0,36,0,570,0
OCEANSIDE UNIF SCH DIST,265307,24173,4533,3889,440,0,137,260,2500,6263,0,6591,0,0,148089,112015,127,0,1228,0,0,0,463,0,0,28112,0,0,6144,0,93045,0,79535,0,0,0,0,1776,4712,0,67,505,0,0,0,206,158,0,1244,0
POWAY UNIFIED SCHOOL DISTRICT,560819,12442,1799,6512,607,0,132,409,465,2910,0,165,0,50,253125,135719,226,17644,2616,0,0,12,150,27673,0,57259,0,0,11826,0,295252,0,233918,0,0,0,0,2590,12214,686,1358,6804,0,0,0,624,1241,0,4186,0
RAMONA CITY UNIF SCH DIST,65784,3368,497,1233,91,0,31,80,468,1059,0,0,0,0,33471,25442,47,0,384,0,0,4,194,0,0,5658,0,0,1742,0,28945,0,22949,0,0,0,0,3203,2,0,0,550,0,0,0,0,121,0,286,0
RANCHO SANTA FE ELEM SCH DIST,16099,93,0,93,0,0,0,0,0,0,0,0,0,0,2066,340,6,0,47,0,0,0,0,0,0,1260,0,0,413,0,13940,0,11962,0,0,0,0,218,0,0,0,0,0,0,0,0,131,0,199,0
SAN MARCOS UNIFIED SCH DIST,289545,14100,2958,4057,502,0,112,396,1208,5369,0,0,0,0,159484,122107,112,0,1495,0,0,9,335,0,0,28625,0,0,6801,0,115961,0,59449,0,0,0,6553,10451,26753,0,0,1936,0,0,0,36,221,0,2922,0
SAN DIEGO CITY UNIF SCH DIST,2018076,152022,34508,25238,9114,0,982,0,21541,51938,0,17683,63,69,668620,352302,853,62800,7658,0,0,0,3953,6962,0,194167,0,0,39925,0,1197434,0,1005304,0,0,0,0,0,87952,0,238,5126,0,0,0,0,8879,0,37732,0
SAN DIEGUITO UNION HIGH SCHOOL DIST,186954,4003,614,2063,117,0,119,90,676,441,0,0,0,0,32105,5882,63,0,917,0,0,0,33,0,0,20588,0,0,4622,0,150846,0,126073,0,0,0,8304,5073,253,0,234,2266,0,0,0,62,214,0,2642,0
SAN PASQUAL UNION SCH DIST,7554,371,98,83,7,0,0,19,97,74,0,0,0,0,4190,3191,4,0,44,0,0,0,5,0,0,758,0,0,188,0,2993,0,1724,0,0,0,0,546,0,0,0,85,0,0,0,321,0,0,72,0
SANTEE SCHOOL DISTRICT,85211,4327,567,1459,123,0,0,95,463,1594,0,149,0,0,50382,40842,48,0,488,0,0,0,115,0,0,6735,0,0,2154,0,30502,0,17069,0,0,0,0,3330,3031,0,0,685,0,0,0,11,0,0,695,0
SAN YSIDRO ELEM SCH DIST,77245,4668,1091,780,164,0,0,294,522,1944,0,0,0,37,38297,28228,33,0,324,0,0,0,152,0,0,7716,0,0,1844,0,34280,0,28393,0,0,0,0,2872,1669,0,0,3,0,0,0,0,58,0,262,0
SOLANA BEACH ELEM SCH DIST,64714,805,171,473,16,0,0,0,0,161,0,0,0,0,7409,2476,25,0,205,0,0,0,8,0,0,3187,0,0,1508,0,56500,0,47028,0,0,0,0,1200,322,0,0,645,0,0,0,0,30,0,1239,0
SOUTH BAY UNION SCHOOL DISTRICT,114259,8895,2040,1551,192,0,0,413,209,3973,0,47,0,662,71060,59192,43,0,515,0,0,0,290,0,0,8355,0,0,2665,0,34304,0,14894,0,0,0,0,13154,3966,0,0,130,0,0,0,75,157,0,937,0
SPENCER VAL ELEM SCH DIST,3965,363,0,348,1,0,0,0,15,0,0,0,0,0,1784,1593,1,0,3,0,0,0,0,0,0,160,0,0,27,0,1818,0,219,0,0,0,0,895,0,0,0,4,0,0,0,0,1,0,263,0
SWEETWATER UNION HIGH SCH DIST,595949,36850,12426,7193,1916,0,767,832,6181,9442,0,0,0,9,375984,290493,263,0,2741,0,0,0,706,0,0,66820,0,0,14961,0,183115,0,113822,0,0,0,30064,14988,8877,184,540,1226,0,0,54,23,567,35,4684,0
VALLECITOS ELEM SCH DIST,3551,147,55,66,8,0,0,11,15,0,0,0,0,0,2065,1332,2,0,15,0,0,0,0,366,0,272,0,0,78,0,1339,0,880,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,54,0
VISTA UNIFIED SCH DIST,320711,23716,4662,4910,722,0,155,143,4577,9256,0,0,0,13,190165,138387,149,0,1464,0,0,7,612,0,0,41411,0,0,8135,0,106830,0,83172,0,0,0,0,1629,5648,164,0,1525,0,0,0,751,362,0,1450,0
WARNER UNIFIED SCHOOL DISTRICT,5144,487,79,44,10,0,2,0,44,132,0,175,11,0,2917,2372,3,0,12,0,0,8,64,0,0,357,0,0,101,0,1740,0,1408,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,38,0
VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT,53833,5329,701,948,35,0,30,123,27,1080,0,2278,119,23,26065,18175,27,0,275,0,0,8,86,0,0,6110,0,0,1384,0,22439,0,18092,0,0,0,333,2510,0,0,0,291,0,0,0,42,57,0,225,0
SAN FRANCISCO UNIF SCH DIST,1180639,44573,13372,0,1478,0,0,2085,10420,18665,0,0,31,0,423188,268445,242,0,3696,0,0,0,1104,23024,0,101121,0,0,25556,0,712878,0,387168,0,0,0,92564,0,12817,0,0,1441,0,0,0,0,10999,0,9837,0
SAN FRANCISCO CITY/CNTY SPECIAL SCHOOLS,78525,16190,684,15017,0,0,426,2,0,0,0,0,0,61,19906,7732,159,4152,243,0,0,0,0,0,0,7620,0,0,0,0,42429,0,0,0,0,0,0,42327,101,0,0,0,0,0,0,0,0,0,0,0
BANTA ELEM SCH DIST,14595,685,47,110,4,0,0,13,320,195,0,0,0,0,4101,3279,3,0,23,0,0,0,13,0,0,638,0,0,145,0,9809,0,1582,0,0,0,839,210,0,0,0,65,0,0,0,4,1,0,188,0
ESCALON UNIFIED SCH DIST,45268,1808,689,362,86,0,20,65,44,628,0,0,0,0,33284,20588,18,0,210,0,0,10,47,7788,0,3731,0,0,892,0,10176,0,8271,0,0,0,0,500,0,0,0,244,0,0,0,0,29,21,441,0
JEFFERSON ELEM SCH DIST,90199,4654,856,1420,156,0,0,321,0,2057,0,0,0,0,54171,41965,28,23,433,0,0,0,106,0,0,9419,0,0,2197,0,31374,0,23444,0,0,0,1266,0,1682,0,0,636,0,0,0,0,166,0,1519,0
LAMMERSVILLE JOINT UNIFIED SCHOOL DISTRICT,77309,1401,259,517,48,0,0,77,0,548,0,0,0,0,39571,34996,22,0,381,0,0,0,35,0,0,4137,0,0,0,0,36337,0,22479,0,0,0,0,756,0,0,0,1010,0,0,0,23,377,0,423,0
LINCOLN UNIF SCH DIST,131326,7458,2225,1557,253,0,61,145,322,3148,0,0,0,0,93400,74999,53,0,653,0,0,0,238,0,0,14300,0,0,3157,0,30468,0,20391,0,0,0,3514,1189,431,0,0,562,0,0,0,15,349,0,821,0
LINDEN UNIFIED SCH DIST,31565,1898,496,391,53,0,20,52,57,882,0,0,0,0,20935,16511,16,0,163,0,0,15,65,0,0,3407,0,0,758,0,8732,0,7008,0,0,0,95,740,0,0,0,176,0,0,0,0,0,0,203,0
LODI UNIFIED SCH DIST,436348,33479,7857,7953,1373,0,242,708,3172,13547,0,0,0,0,311198,234426,209,16263,2025,0,0,40,894,0,0,47361,0,0,9980,0,91671,0,77522,0,0,0,0,0,905,0,87,2975,0,0,0,74,153,0,4120,0
MANTECA UNIF SCH DIST,332669,20472,6382,4285,671,0,153,532,0,8991,0,0,51,78,218772,178838,154,0,1654,0,0,51,817,0,0,28782,0,0,8476,0,93425,0,55743,0,0,0,9135,3862,6036,47,0,1120,0,0,0,0,282,0,4559,0
NEW HOPE ELEM SCH DIST,2968,169,117,0,10,0,0,13,29,0,0,10,0,0,2171,1824,2,0,14,0,0,0,0,0,0,255,0,0,76,0,628,0,291,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,35,0
NEW JERUSALEM ELEM SCH DIST,24266,686,28,340,3,0,0,0,179,139,0,0,0,0,19580,16944,14,144,136,0,0,0,11,0,0,1783,0,0,548,0,4000,0,695,0,0,0,0,2759,0,0,0,269,0,0,0,0,0,0,58,0
OAK VIEW ELEM SCH DIST,4734,235,106,0,9,0,0,0,26,103,0,0,0,0,3477,2851,3,0,27,0,0,0,7,0,0,479,0,0,110,0,1022,0,725,0,0,0,0,117,0,0,0,46,0,0,0,0,0,0,67,0
RIPON UNIFIED SCH DIST,44076,1388,374,410,78,0,19,38,58,489,0,0,0,0,28518,23252,19,0,151,0,0,20,29,0,0,4107,0,0,940,0,14170,0,7587,0,0,0,0,0,1235,0,46,411,0,0,0,416,46,0,369,0
STOCKTON CITY UNIFIED SCH DIST,602321,56614,23982,8319,3572,0,402,1184,2790,19536,0,0,327,74,441228,341050,275,22234,2595,0,0,6,1435,0,0,59401,0,0,14232,0,104479,0,79866,0,0,0,0,5569,7302,10,0,87,0,0,0,11,1313,0,6108,0
TRACY JOINT UNIFIED SCHOOL DISTRICT,203780,11329,3459,2491,344,0,113,526,496,4217,0,0,27,0,133354,106421,92,0,1032,0,0,16,266,260,0,20428,0,0,4839,0,59097,0,44009,0,0,0,0,0,2921,1,107,1201,0,0,0,0,0,0,2334,0
ATASCADERO UNIFIED SCHOOL DISTRICT,63506,2374,437,953,88,0,23,37,105,816,0,0,0,3,22944,14963,44,0,332,0,0,13,56,502,0,5444,0,0,1590,0,38188,0,32132,0,0,0,0,901,1512,0,0,465,0,0,0,0,111,0,745,0
LUCIA MAR UNIFIED SCHOOL DISTRICT,142500,7319,1333,1968,182,0,58,138,1043,2702,0,0,0,77,46492,27676,69,0,730,0,0,41,179,2000,0,12240,0,0,3557,0,88689,0,77902,0,0,0,0,1858,2003,70,0,510,0,0,0,15,277,0,1945,0
CAYUCOS ELEMENTARY SCHOOL DISTRICT,4397,183,93,39,6,0,0,0,10,41,0,0,0,0,602,189,2,0,11,0,0,0,3,0,0,302,0,0,95,0,3612,0,3262,0,0,0,0,97,0,0,0,25,0,0,0,0,18,0,58,0
PLEASANT VAL JT UNION SCH DIST,1701,68,18,21,3,0,0,3,26,0,0,0,0,0,813,143,1,0,4,0,0,0,0,0,0,639,0,0,26,0,820,0,690,0,0,0,0,58,0,0,0,8,0,0,0,0,0,0,17,0
SAN LUIS COASTAL UNIF SCH DIST,121250,4146,746,1545,159,0,38,90,525,1127,0,0,0,75,23492,5071,59,0,535,0,0,18,219,2681,0,12075,0,0,2834,0,93612,0,84327,0,0,0,0,440,56,394,100,448,0,0,0,274,902,0,2571,0
SAN MIGUEL JT UNION ELEM SCHOOL DIST,10359,711,153,130,0,0,0,20,83,325,0,0,0,0,4638,3576,7,0,39,0,0,0,25,0,0,791,0,0,200,0,5010,0,4272,0,0,0,0,0,0,0,0,46,0,0,0,11,244,0,100,0
SHANDON UNIF SCH DIST,5419,369,57,56,10,0,2,16,37,201,0,0,0,0,2323,1741,4,0,20,0,0,14,16,0,0,403,0,0,125,0,2727,0,2399,0,0,0,0,197,0,0,0,10,0,0,0,0,23,0,33,0
TEMPLETON UNIFIED SCH,31520,769,169,428,37,0,9,12,12,139,0,0,0,0,15132,8386,16,0,165,0,0,20,10,2133,0,3645,0,0,757,0,15619,0,13490,0,0,0,0,238,0,1,0,256,0,0,0,26,47,0,304,0
COAST UNIFIED SCHOOL DISTRICT,15237,509,93,104,16,0,0,27,66,219,0,0,0,0,2125,802,9,0,43,0,0,7,17,0,0,903,0,0,344,0,12603,0,11747,0,0,0,0,255,0,0,0,48,0,0,0,0,54,0,116,0
PASO ROBLES JOINT UNIFIED SCHOOL DISTRICT,94356,5159,1802,1215,209,0,53,171,519,1399,0,0,0,0,35353,19116,54,1,390,0,0,10,109,0,0,13403,0,0,2270,0,53844,0,46739,0,0,0,0,1539,1453,0,116,670,0,0,0,0,110,0,881,0
CENTRAL CALIFORNIA SCHOOL FINANCE AUTHORITY JPA,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0
BAYSHORE ELEM SCH DIST,6602,346,107,75,61,0,0,1,0,163,0,0,0,0,3697,2704,2,0,27,0,0,0,65,0,0,748,0,0,151,0,2559,0,198,0,0,0,162,0,1379,0,0,21,0,0,0,0,0,0,17,0
BELMONT-REDWOOD SHORES ELEMENTARY SCHOOL DIST,64267,1122,91,806,46,0,0,63,0,162,0,0,0,0,30340,19482,17,60,301,0,0,0,9,3069,0,5891,0,0,1511,0,32805,0,22018,0,0,0,3501,106,2762,0,0,0,0,0,0,0,637,0,445,0
BRISBANE ELEMENTARY SCHOOL DISTRICT,9610,146,31,99,10,0,0,0,10,6,0,0,0,0,1368,296,4,0,33,0,0,0,4,0,0,803,0,0,228,0,8096,0,6381,0,0,0,959,9,365,0,0,46,0,0,0,0,0,0,123,0
BURLINGAME ELEM SCH DIST,52266,1131,223,630,61,0,0,66,0,212,0,0,0,0,23129,16893,15,13,328,0,0,0,13,0,0,4682,0,0,1185,0,28006,0,20476,0,0,0,2083,14,501,0,0,0,0,0,0,0,431,0,880,0
CABRILLO UNIFIED SCHOOL DISTRICT,50627,1619,130,694,123,0,15,154,108,518,0,0,0,0,21383,15019,21,48,220,0,0,7,41,0,0,4943,0,0,1084,0,27625,0,21211,0,0,0,1631,206,2372,0,0,189,0,0,0,0,33,0,858,0
WOODSIDE ELEM SCHOOL DISTRICT,15042,123,6,92,6,0,0,5,0,20,0,0,0,0,1925,461,3,0,24,0,0,0,1,0,0,1085,0,0,351,0,12994,0,9308,0,0,0,313,0,0,0,0,0,0,0,0,0,79,0,112,0
HILLSBOROUGH CITY SCHOOL DIST,34856,250,0,250,18,0,0,0,0,0,0,0,0,0,4539,519,9,15,96,0,0,0,0,0,0,2981,0,0,919,0,30067,0,22961,0,0,0,2215,103,34,0,0,4,0,0,0,394,100,0,253,0
JEFFERSON ELEM SCH DIST,28111,886,115,260,45,0,0,30,30,451,0,0,0,0,18775,15106,13,0,167,0,0,0,34,0,0,2780,0,0,675,0,8450,0,5245,0,0,0,0,357,17,0,24,339,0,0,0,0,31,0,255,0
JEFFERSON UNION HIGH SCHOOL DISTRICT,87379,2235,445,813,123,0,75,57,407,438,0,0,0,0,12457,4319,26,51,307,0,0,0,34,0,0,6169,0,0,1551,0,72687,0,59924,0,0,0,2394,0,2866,7,0,202,0,0,0,0,2910,0,2119,0
PACIFICA SCHOOL DISTRICT,43122,974,83,590,47,0,0,29,5,267,0,0,0,0,21200,16154,18,16,221,0,0,0,21,0,0,3892,0,0,878,0,20948,0,13870,0,0,0,1281,40,993,0,0,558,0,0,0,0,709,2436,627,0
LA HONDA PESCADERO UNIFIED SCHOOL DISTRICT,7244,483,83,53,7,0,0,27,240,80,0,0,0,0,1242,316,3,0,20,0,0,0,6,0,0,710,0,0,187,0,5519,0,4586,0,0,0,201,0,0,0,0,35,0,0,0,0,1,0,101,0
LAS LOMITAS ELEMENTARY SCHOOL DISTRICT,37720,249,10,239,18,0,0,0,0,0,0,0,0,0,4705,1056,9,5,94,0,0,0,0,0,0,2701,0,0,840,0,32766,0,24144,0,0,0,1199,52,1652,0,0,0,0,0,0,0,2204,0,1093,0
MENLO PARK CY ELEMENTARY SCHOOL DISTRICT,63260,751,46,545,30,0,0,40,10,110,0,0,0,0,7637,2115,18,0,205,0,0,0,6,0,0,3591,0,0,1702,0,54872,0,38327,0,0,0,8342,190,600,0,86,385,0,0,0,727,203,0,444,0
MILLBRAE ELEMENTARY SCHOOL DISTRICT,32963,1084,160,439,34,0,0,74,11,400,0,0,0,0,15668,11320,11,7,170,0,0,0,24,0,0,3346,0,0,790,0,16211,0,11013,0,0,0,654,28,1990,0,0,440,0,0,0,0,518,0,579,0
PORTOLA VAL ELEMENTARY SCHOOL DISTRICT,19397,128,0,99,5,0,0,3,0,26,0,0,0,0,2651,573,5,0,42,0,0,0,2,0,0,1605,0,0,424,0,16618,0,12742,0,0,0,1206,58,670,0,0,0,0,0,0,0,52,0,191,0
RAVENSWOOD CITY ELEMENTARY SCHOOL DISTRICT,56129,4540,1197,843,154,0,0,243,76,2168,0,0,0,13,26780,19640,33,28,156,0,0,0,143,0,0,5733,0,0,1047,0,24809,0,7081,0,0,0,1167,0,10627,0,0,12,0,0,0,0,1470,0,949,0
REDWOOD CITY ELEMENTARY SCHOOL DISTRICT,132507,5431,1490,1752,233,0,0,314,627,1248,0,0,0,0,63806,43482,56,33,536,0,0,0,259,0,0,16703,0,0,2737,0,63270,0,40519,0,0,0,1718,0,8787,0,0,818,0,0,0,0,533,0,3372,0
